"Region","Purpose","Height","Length","Volume","Year_Completed","Surface","Inspection_Freq","Distance_to_City","Hazard","Assessment","Prob_Fail","Loss_gf_Prop","Loss_gf_Liab","Loss_gf_BI"
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",3.429,0.033,50000,1938,0.09653,3,72.68,"Low","Not Rated",0.1194,23.8,110.1,17.1934583505272
"Flumevale","Water Supply",6.327,0.167,20000,1918,0.23837,1,3.99,"High","Satisfactory",0.1002,4.9,458.4,27.6
"Navaldia","Other",10.568,0.167,7321,1969,0.13396,3,20.95,"Low","Not Rated",0.0917,6,23.7,16.4171315414985
"Navaldia","Recreation",4.032,0.333,19744,1933,0.26004,3,31.36,"Low","Not Rated",0.0849,593.6,11.8,23.9260156571271
"Navaldia","Recreation",9.04,0,14162,1924,0.1379,3,6.77,"Low","Not Rated",0.0715,13.3,11.8,6.7
"Navaldia","Recreation",7.984,0.667,29702,1961,0.33293,3,8.32,"Low","Not Rated",0.1183,65.9,20.6,3.2
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",6.893,0.067,50000,1952,0.09653,3,14.95,"Low","Not Rated",0.0689,9.3,214.4,12.6746926219365
"Lyndrassia","Irrigation",9.39,0.167,5000,1949,0.09653,3,82.01,"Low","Not Rated",0.0834,12.9,92.3,10.5
"Flumevale","Water Supply",8.381,0.3,44000,1955,0.27974,1,3.38,"High","Satisfactory",0.0755,529.1,678.8,34.4
"Navaldia","Flood Risk Reduction",8.423,0.277,27180,1963,0.09259,3,44.65,"Low","Not Rated",0.0648,31.6,18.1,15.1964526107965
"Navaldia","Recreation",6.209,0.343,60000,1940,0.25216,5,4.62,"High","Not Rated",0.1077,188.2,132.5,7.4
"Navaldia","Recreation",8.158,0.367,14162,1966,0.16942,3,9.94,"Low","Not Rated",0.0708,26.4,11.9,8.1
"Navaldia","Recreation",8.849,0.233,8053,1977,0.14184,3,31.36,"Low","Not Rated",0.0952,44.5,11.4,15.842575882742
"Navaldia","Recreation",12.618,0.357,19874,2006,0.13987,3,14.35,"Low","Not Rated",0.0676,39.8,9.4,18.429748252242
"Navaldia","Recreation",10.599,0.281,44517,1973,0.14184,3,14.83,"Low","Not Rated",0.0807,18.6,17.3,3.1
"Lyndrassia","Flood Risk Reduction",8.7,0.207,51000,1949,0.15366,3,3.2,"High","Not Rated",0.0805,46.9,344.4,7.72276921623669
"Lyndrassia","Flood Risk Reduction",9.989,0.196,17338,1992,0.02561,1,32.76,"Low","Not Rated",0.1283,35.2,16.3,29.7216160985454
"Navaldia","Water Supply",11.439,0.217,13354,1960,0,3,26.45,"Low","Not Rated",0.0845,7.5,14.4,15
"Flumevale","Flood Risk Reduction",12.225,0.357,85381,1970,0.14184,3,7.67,"High","Satisfactory",0.0719,6.3,281.9,35.0828712282961
"Flumevale","Recreation",20.805,0.324,96000,1984,0.11229,3,4.71,"Low","Not Rated",0.097,12,324.3,7.7
"Flumevale","Irrigation",13.95,0.1,20414,1958,0.10835,2,23.51,"Significant","Satisfactory",0.1023,36,160.5,39
"Navaldia","Water Supply",9.4,0.333,17276,1956,0.17336,3,15.32,"Low","Not Rated",0.0908,12.7,117,20.6
"Navaldia","Recreation",6.446,0.175,27100,1930,0.18715,1,1.64,"High","Fair",0.0983,26.7,772.3,4.4
"Navaldia","Water Supply",10.148,0.12,23860,1960,0,3,31.13,"Low","Not Rated",0.108,8.8,17.6,10.6
"Lyndrassia","Irrigation",9.107,0.207,42500,1961,0.16154,3,1.63,"High","Not Rated",0.1118,44.3,237.9,8
"Lyndrassia","Irrigation",10.102,0.207,39130,1976,0.13199,3,10.02,"Low","Not Rated",0.0666,19.5,623.8,1.3
"Navaldia","Recreation",8.053,0.531,28218,1970,0,3,8.32,"Low","Not Rated",0.0998,43.8,23.5,6.8
"Navaldia","Recreation",9.14,0.225,15801,1962,0,3,14.83,"Low","Not Rated",0.0881,45.3,6.2,8.9
"Lyndrassia","Recreation",10.669,0.207,75000,1965,0.13593,3,4.65,"Low","Not Rated",0.0673,5,516.4,3.9
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",10.496,0.138,50000,1958,0.09653,3,66.27,"Low","Not Rated",0.1221,13.6,187.6,16.2623210553295
"Navaldia","Other",3.556,0.042,20368,1920,0,3,16.32,"Low","Not Rated",0.0736,5.8,5.6,17.6471119569932
"Navaldia","Recreation",7.5,0.45,37800,1930,0.15957,2,2.48,"High","Poor",0.1069,43.8,763.6,7.9
"Navaldia","Water Supply",8.727,0.313,17700,1965,0.14578,3,31.1,"Low","Not Rated",0.1274,27,23.5,43.1
"Navaldia","Recreation",4.118,0.15,43626,1964,0.31914,5,10.94,"Low","Not Rated",0.079,75.7,6.5,9.1
"Flumevale","Flood Risk Reduction",12.277,0.39,8190,1963,2.52751,5,9.88,"Low","Not Rated",0.068,100.1,801.3,24.5253352493721
"Navaldia","Irrigation",7.098,0.15,64000,1950,0,3,10.97,"Low","Not Rated",0.0697,21.2,12,38.3
"Flumevale","Water Supply",14.569,0.188,23019,1897,0.16548,2,64.6,"Significant","Unsatisfactory",0.1563,45.1,75.2,61.7
"Navaldia","Irrigation",4.757,0.482,64878,1968,0.17336,3,9.43,"Low","Not Rated",0.0746,34.5,14.2,30.8
"Lyndrassia","Recreation",7.281,0.207,42500,1964,0.14578,3,1.61,"High","Not Rated",0.1499,42,156.8,8.3
"Lyndrassia","Recreation",14.378,0.157,65000,1979,0.10835,3,1.67,"High","Satisfactory",0.0994,20.5,543.7,5.2
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",11.923,0.164,35782,1969,0.25019,5,151.33,"Low","Fair",0.0596,53.7,51.4,11.246826384449
"Navaldia","Recreation",9.034,0.32,14961,1964,0,5,4.2,"Significant","Satisfactory",0.11,46.6,354,11.4341387424778
"Navaldia","Other",7.129,0.311,8468,1967,0.13593,3,4.62,"Low","Not Rated",0.1269,5.5,14.1,25.8916340635942
"Lyndrassia","Recreation",5.851,0.207,42500,1956,0.2561,3,4.81,"High","Not Rated",0.1529,679.3,489.4,4.3
"Lyndrassia","Recreation",24.667,0.333,160000,1973,0.06698,2,14.45,"High","Satisfactory",0.096,20.6,170.3,9
"Flumevale","Irrigation",5.758,0.06,10324,1895,0.24231,6,14.08,"Low","Fair",0.0461,5.2,233.3,35.3
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",8.898,1.32,50000,1969,0.09653,3,10.12,"Low","Not Rated",0.0785,17.9,164.8,11.8408594268092
"Flumevale","Other",17.883,0.128,62999.9999999999,1970,0.15563,1,1.22,"High","Satisfactory",0.0986,46.9,827.8,38.2415670953039
"Navaldia","Water Supply",7.071,0.333,13354,1969,0.13987,3,15.32,"Low","Not Rated",0.0651,46.2,8.6,10.8
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",7.004,0.1,50000,1969,0.09653,3,25.57,"Low","Not Rated",0.0993,7.8,330.7,15.4656293095537
"Navaldia","Water Supply",6.034,0.183,14121,1957,0.16745,3,18.46,"Low","Not Rated",0.0952,12.6,10.1,62.7
"Navaldia","Water Supply",6.061,0.209,10351,1972,0.17139,3,26.45,"Low","Not Rated",0.0832,29,17.3,28.1
"Navaldia","Flood Risk Reduction",4.957,0.103,68500,1960,0.08668,1,1.61,"High","Fair",0.0944,32.1,734.8,10.9528319592445
"Lyndrassia","Recreation",9.22,0.207,45000,1870,0.15563,3,3.07,"High","Not Rated",0.0895,36.5,458.9,4.9
"Navaldia","Flood Risk Reduction",11.675,0.35,38620,1964,0.08077,3,29.56,"Low","Not Rated",0.1254,12.5,17.6,10.902363639012
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",8.665,0.287,19722,1986,0.14184,3,14.9,"Significant","Not Rated",0.1798,45.9,254,23.5206350622707
"Navaldia","Recreation",3.944,0.02,43626,1964,0.09653,5,14.83,"Low","Not Rated",0.0918,32.2,20.4,7
"Lyndrassia","Recreation",9.769,0.207,42500,1927,0.14184,3,8.25,"High","Not Rated",0.0798,41.1,373.8,6.7
"Navaldia","Recreation",3.436,0.067,39603,1867,0.35854,5,6.58,"Low","Not Rated",0.0413,397.4,15.1,6.5
"Lyndrassia","Recreation",11.704,0.207,45000,1952,0.12805,3,3.38,"Low","Not Rated",0.0955,22.6,848.4,4.6
"Flumevale","Water Supply",11.802,0.433,136500,1960,0.2167,1,0.16,"High","Satisfactory",0.0908,46.7,807,68.9
"Navaldia","Irrigation",9.52,0.128,19181,1958,0,3,7.74,"Low","Not Rated",0.0964,29.8,14.9,45.4
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",7.027,0.233,50000,1960,0.09653,3,26.11,"Low","Not Rated",0.0702,21.3,121.5,12.2571683321601
"Lyndrassia","Recreation",14.68,0.133,70000,1979,0.10047,3,3.36,"High","Satisfactory",0.0862,45.7,581.3,2.9
"Flumevale","Recreation",5.078,0.667,36007,1964,0.20094,6,8.21,"Low","Fair",0.0453,33.8,400.4,5.1
"Navaldia","Recreation",7.436,0.2,29702,1957,0.12608,3,8.32,"Low","Not Rated",0.1152,28.3,15.1,3.2
"Flumevale","Irrigation",6.233,0.52,25684,1901,0.394,6,97.44,"Low","Fair",0.075,26.3,171.2,40.7
"Navaldia","Water Supply",8.683,0.163,72553,1916,0.10441,2,6.16,"Significant","Fair",0.1259,6.5,316,64
"Flumevale","Irrigation",7.201,0.045,2400,1895,0.11426,2,14.09,"Significant","Fair",0.1424,13.4,352.4,25.2
"Lyndrassia","Recreation",13.718,0.208,65000,1948,0.09456,3,5.7,"High","Satisfactory",0.0809,12.8,354.6,8.5
"Navaldia","Water Supply",6.041,0.4,19715,1969,0.20094,3,11.62,"Low","Not Rated",0.0623,15.7,6.9,51.7
"Navaldia","Recreation",5.339,0.063,160400,1854,0.21867,1,1.59,"High","Unsatisfactory",0.129,17.9,568.4,6.2
"Navaldia","Recreation",6.884,0.067,11014,1870,0.09653,2,4.6,"Significant","Fair",0.1463,187,309.6,5.3
"Lyndrassia","Irrigation",11.204,0.207,39130,1976,0.12017,3,8.4,"Low","Not Rated",0.0637,22.8,445.8,13.4
"Navaldia","Recreation",9.04,0,53860,1964,0.11229,3,14.35,"Low","Not Rated",0.0766,9,19.3,20.0580334894869
"Lyndrassia","Recreation",10.875,0.207,42500,1939,0.14578,3,26.05,"High","Not Rated",0.1306,6.6,143.1,4.6
"Navaldia","Recreation",7.28,0.4,44700,1968,0.48462,5,6.66,"Low","Fair",0.0407,490,8.4,6.6
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",7.142,0.1,50000,1970,0.09653,3,14.98,"Low","Not Rated",0.0806,15,308.5,11.0047776807774
"Flumevale","Water Supply",16.953,0.203,160896,2003,0.14775,1,0.16,"High","Satisfactory",0.0856,23.8,525.3,15.9
"Lyndrassia","Recreation",7.211,0.207,42500,1954,0.20685,3,10.06,"High","Not Rated",0.1231,32,324.1,4
"Navaldia","Irrigation",11.02,0.317,26671,1976,0,3,37.26,"Low","Not Rated",0.0825,40.3,12.6,1.4
"Flumevale","Water Supply",8.882,1.4,40000,1966,0.29353,0.5,16.07,"Low","Satisfactory",0.0735,319.7,5.4,45.7
"Navaldia","Irrigation",10.438,0.312,109200,1912,0.21473,2,3.28,"High","Unsatisfactory",0.1237,32.3,494.7,47.4
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",9.014,0.225,50000,1971,0.09653,3,64.42,"Low","Not Rated",0.0622,23,65.8,16.3382103596629
"Navaldia","Recreation",6.094,0.867,24000,1956,0.25216,3,31.36,"Low","Not Rated",0.1214,604.6,15.8,10.3655841178303
"Navaldia","Water Supply",8.342,0.333,20300,1962,0.2167,2,3.31,"High","Unsatisfactory",0.1235,23.1,889,64.2
"Navaldia","Recreation",4.6,0.373,27100,1933,0.10441,5,4.84,"High","Fair",0.0805,32.4,601.1,7.6
"Navaldia","Recreation",9.339,0.187,19902,1971,0,3,9.19,"Low","Not Rated",0.096,12.4,5.4,8.1
"Flumevale","Irrigation",10.025,0.075,17861,1965,0.16745,6,12.37,"Low","Fair",0.0444,28.8,365.8,20.4
"Navaldia","Recreation",6.034,0.5,19405,1940,0.21473,3,9.94,"Low","Not Rated",0.0708,46.9,21.1,4.9
"Flumevale","Flood Risk Reduction",8.024,0.278,34212,1972,0.22655,3,47.43,"Low","Satisfactory",0.0549,27,74.1,30.2993438969356
"Lyndrassia","Recreation",13.173,0.15,35000,1989,0.11426,5,3.33,"Low","Satisfactory",0.0409,44.6,426.6,5.3
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",7.314,0.18,70000,1950,0.20685,3,18.5,"Low","Not Rated",0.1201,22.3,231.7,15.8824886919499
"Navaldia","Flood Risk Reduction",13.539,0.287,118330,1988,0.08471,5,9.75,"High","Not Rated",0.0899,47.6,136,28.4908543073382
"Lyndrassia","Irrigation",17.838,0.207,42500,1970,0.08668,3,3.22,"High","Not Rated",0.1508,29.6,651.9,4.8
"Lyndrassia","Irrigation",6.757,0.102,1390,1953,0.09653,3,92.16,"Low","Not Rated",0.0899,5.6,232.3,30.6
"Lyndrassia","Debris Control",10.143,0.207,175000,1967,0.1379,3,40.66,"High","Not Rated",0.131,30,177.1,30.394013497622
"Navaldia","Recreation",14.37,0.267,15600,1965,0.08865,3,12.98,"Low","Not Rated",0.1016,16.6,23.6,4
"Navaldia","Recreation",14.958,0.285,57830,1966,0.13199,3,9.94,"Low","Not Rated",0.0712,6.2,13.1,8
"Navaldia","Irrigation",6.061,0.2,21326,1957,0,3,37.26,"Low","Not Rated",0.093,40,21.9,9.8
"Navaldia","Fire Protection, Stock, Or Small Fish Pond",5.739,0.4,10915,1972,0.14381,3,19.9,"Low","Not Rated",0.107,16.6,8.7,23.3667538761535
"Navaldia","Recreation",9.695,0.273,20300,1960,0.13002,2,4.78,"High","Poor",0.1297,39,533.2,4.4
"Flumevale","Other",4.641,0.043,550,1928,0.17139,0.5,7.37,"Low","Satisfactory",0.0714,17.1,18.2,37.1894533563672
"Lyndrassia","Flood Risk Reduction",11.012,0.227,25000,1976,0.06895,3,33.27,"Low","Not Rated",0.0886,13.1,11.9,17.8461259709131
"Navaldia","Recreation",5.798,0.13,19405,1940,0.17533,3,9.94,"Low","Not Rated",0.0698,46.6,10.8,9.3
"Navaldia","Recreation",3.872,0.617,9409.00000000001,1979,0.24034,3,31.36,"Low","Not Rated",0.0909,20.3,17.6,9.73872294336446
"Navaldia","Recreation",7.466,0.182,27100,1956,0.14578,1,1.64,"High","Fair",0.0894,30.6,636.1,3.6
"Navaldia","Other",5.36,0.14,11301,1962,0,3,4.62,"Low","Not Rated",0.1254,31,15.7,22.6404556930879
"Navaldia","Recreation",3.752,0.283,86696.0000000001,1914,0.30338,2,1.66,"High","Unsatisfactory",0.1584,411.5,352.5,6.2
"Navaldia","Flood Risk Reduction",7.272,0.3,144960,2014,0.09653,1,2.33,"High","Satisfactory",0.0696,913.3,850.8,23.1101556798344
"Flumevale","Water Supply",16.3,0.32,58631,1951,0.11032,6,17.59,"Low","Not Rated",0.0859,33.7,214.6,9
"Lyndrassia","Recreation",8.154,0.207,75000,1975,0.16745,3,1.67,"Low","Not Rated",0.0634,22.1,554.7,3.5
"Flumevale","Irrigation",5.2,0.233,25000,1964,0.12805,6,7.87,"Low","Fair",0.0586,41.8,104.2,30.6
"Flumevale","Water Supply",11.082,0.283,41431,1979,0.21473,6,10.75,"Low","Not Rated",0.0723,12.5,397.5,46.9
"Navaldia","Flood Risk Reduction",8.366,0.346,33548,1955,0.16548,3,40.13,"Low","Not Rated",0.0624,28.1,16.6,12.1164490123196
"Lyndrassia","Flood Risk Reduction",10.04,0.207,39130,1978,0.14775,3,6.68,"High","Not Rated",0.092,45.6,168.8,10.4041076316363
"Navaldia","Recreation",4.592,0.183,27100,1917,0.0985,5,1.64,"High","Fair",0.0771,31.6,579.7,4.2
"Navaldia","Recreation",7.625,0.183,8120.00000000001,1964,0.16745,3,14.35,"Low","Not Rated",0.0909,39.8,9.8,13.2183101230034
"Navaldia","Water Supply",5.372,0.287,17915,1968,0.14972,3,8.11,"Low","Not Rated",0.0621,32.8,15.8,63
"Navaldia","Recreation",10.321,0.17,7906,1964,0.10835,3,14.83,"Low","Not Rated",0.089,40.8,15.2,7.6
"Navaldia","Flood Risk Reduction",15.093,0.276,53020,1963,0.05516,3,14.88,"Low","Not Rated",0.1108,45.3,10,26.3419482799345
"Lyndrassia","Water Supply",10.684,0.207,40000,1946,0.13987,3,1.63,"High","Not Rated",0.1109,16.5,691.3,24.8
"Navaldia","Water Supply",13.504,0.193,17700,1975,0,3,31.13,"Low","Not Rated",0.1116,12.1,21.7,21.4
"Navaldia","Recreation",3.477,0.058,40000,1948,0.34081,1,4.81,"High","Fair",0.1055,358.6,497.7,7.9
"Navaldia","Recreation",3.496,0.495,19744,1947,0.34869,3,31.36,"Low","Not Rated",0.0881,509.3,12.7,20.364039244887
"Flumevale","Hydroelectric",10.639,0.132,13867,1922,0.197,6,29.22,"Low","Not Rated",0.0459,14.5,321.9,73.9
"Lyndrassia","Recreation",7.247,0.207,75000,1973,0.20094,3,9.41,"Low","Not Rated",0.0511,4.9,319.2,3.9
"Navaldia","Recreation",7.188,0.279,22622,1968,0.08668,3,12.98,"Low","Not Rated",0.101,19.5,102.9,5.2
"Flumevale","Irrigation",5.437,0.502,47202,1930,0.22261,6,10.09,"Low","Satisfactory",0.0314,46.4,175.7,11.1
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",6.162,0.197,50000,1960,0.09653,3,41.66,"Low","Not Rated",0.0767,18,59.5,11.7819071127771
"Lyndrassia","Irrigation",7.79,0.283,1390,1938,0.09653,3,27.64,"Low","Not Rated",0.108,12.4,312.5,14.7
"Flumevale","Water Supply",5.134,0.11,10200,1953,0.52402,0.5,17.89,"Low","Fair",0.094,157,17.1,24
"Lyndrassia","Irrigation",14.278,0.16,1390,1984,0.09653,3,67.43,"Low","Not Rated",0.0705,11.6,78.2,46.6
"Lyndrassia","Recreation",8.769,0.207,43356,1966,0.18321,3,12.26,"Low","Not Rated",0.1167,12.1,222.5,7.9
"Navaldia","Flood Risk Reduction",8.276,0.315,33820,1962,0.06107,3,13.9,"Low","Not Rated",0.0742,9.3,11.1,10.3949203080126
"Lyndrassia","Recreation",12.045,0.233,225495,1968,0.09653,5,17.33,"High","Satisfactory",0.0757,909.5,408.2,8.1
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",7.316,0.1,50000,1961,0.09653,3,41.58,"Low","Not Rated",0.1049,23.8,84.8,15.8558271880321
"Lyndrassia","Flood Risk Reduction",10.942,0.335,65081.58,1965,0.47871,5,94.69,"Low","Poor",0.0721,137.4,152.3,15.3554611756525
"Navaldia","Recreation",4.185,0.057,23300,1956,0.35263,1,4.7,"High","Satisfactory",0.085,61.6,850.4,4.7
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",10.04,0.117,50000,1972,0.09653,3,58.52,"Low","Not Rated",0.0812,11.1,206,11.0047776807774
"Flumevale","Water Supply",17.319,0.061,23019,1971,0.14972,2,44.79,"Significant","Fair",0.1455,24.6,174.9,4.8
"Flumevale","Irrigation",12.094,0.146,51117,1972,0.14381,6,10.02,"Low","Satisfactory",0.0415,13.6,209.7,3.7
"Navaldia","Irrigation",8.714,0.177,7528,1965,0,3,43.88,"Low","Not Rated",0.0926,17.7,20.5,26.8
"Navaldia","Recreation",4.354,0.367,12000,1950,0,3,7.8,"Low","Not Rated",0.1194,13.4,18.9,4.8
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",4.193,0.1,50000,1950,0.09653,3,37.15,"Low","Not Rated",0.0725,19.5,182.1,11.9691151343706
"Flumevale","Recreation",3.556,0.66,33067,1940,0.2561,3,50.94,"Low","Not Rated",0.1064,516.7,60.5,4.2
"Flumevale","Water Supply",6.209,0.054,6500,1965,0.32505,0.5,5.53,"Low","Satisfactory",0.0711,463,5.6,8.1
"Navaldia","Water Supply",8.228,0.337,16066,1926,0,3,18.46,"Low","Not Rated",0.0815,21.4,18,63.3
"Flumevale","Water Supply",12.344,0.327,5425,1960,0.0985,1,0.93,"High","Satisfactory",0.0728,43.8,906.6,44.8
"Lyndrassia","Irrigation",7.631,0.167,1390,1951,0.09653,3,15.78,"Low","Not Rated",0.1159,23.3,390.6,6
"Lyndrassia","Flood Risk Reduction",6.416,0.667,40000,1967,0.00788,3,33.27,"Low","Not Rated",0.1121,12.2,20.6,24.7531935919951
"Navaldia","Recreation",9.04,0,25448,1949,0.30535,3,7.67,"Low","Not Rated",0.0848,178.1,15.2,8
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",6.719,0.05,50000,1968,0.09653,3,60.06,"Low","Not Rated",0.1004,14.8,105.8,15.0305625890604
"Navaldia","Other",3.556,0.03,7724,1936,0,3,20.95,"Low","Not Rated",0.1075,8.7,17.7,19.0085891153681
"Navaldia","Tailings",6.302,0.142,65000,1992,0.09456,3,15.96,"Low","Not Rated",0.08,23.5,18.4,32.7447417917089
"Lyndrassia","Water Supply",12.896,0.423,31327,1960,0.18715,5,1.59,"Low","Satisfactory",0.0497,29.7,675.2,55.2
"Navaldia","Recreation",6.205,0.18,13300,1974,0.13987,3,14.35,"Low","Not Rated",0.1082,27.2,22.8,34.4105210006135
"Flumevale","Water Supply",26.428,0.767,320000,1938,0.10047,1,1.71,"High","Satisfactory",0.0847,19,410.6,24.1
"Navaldia","Recreation",8.862,0.083,27100,1820,0.16351,1,4.81,"High","Fair",0.113,28.1,495.9,4.1
"Lyndrassia","Flood Risk Reduction",11.725,0.26,44865,1980,0.08668,3,32.76,"Low","Not Rated",0.1129,45.9,22.1,7.95525337782004
"Flumevale","Irrigation",2.407,0.05,4564,1905,0.0591,6,8.29,"Low","Not Rated",0.0371,13.6,156.6,39
"Navaldia","Flood Risk Reduction",9.685,0.267,89490,1988,0.11426,5,7.93,"High","Not Rated",0.1253,32.9,361.5,16.3935107232819
"Navaldia","Water Supply",9.361,0.3,782098,1974,0.11229,5,9.54,"High","Fair",0.0656,6.6,428.6,26.8
"Navaldia","Irrigation",8.303,0.417,17440,1965,0.10441,3,14.06,"Low","Not Rated",0.1225,7.6,10.7,40.6
"Navaldia","Water Supply",6.095,0.226,23860,1960,0.08865,3,31.13,"Low","Not Rated",0.1015,28.5,20.6,7.7
"Navaldia","Recreation",5.352,0.294,47560,1930,0.13987,5,1.87,"High","Not Rated",0.0735,9.3,635.4,6.2
"Navaldia","Water Supply",9.987,0.267,23860,1977,0,3,26.45,"Low","Not Rated",0.0927,5.7,19.9,16.8
"Lyndrassia","Other",5.067,1,13529,1959,0.09653,3,1.61,"Low","Not Rated",0.0867,8,155.4,26.3807989152278
"Navaldia","Recreation",6.446,0.313,23640,1960,0.21473,3,1.58,"High","Not Rated",0.0879,29,658,7.3
"Navaldia","Recreation",4.595,0.5,7508,1977,0.16351,3,14.35,"Low","Not Rated",0.0737,35,17.7,12.3643468605508
"Lyndrassia","Irrigation",10.302,0.067,1390,1955,0.09653,3,15.61,"Low","Not Rated",0.0787,8.6,282.9,47.6
"Navaldia","Recreation",6.731,0.25,9000,1963,0.197,3,12.98,"Low","Not Rated",0.0893,33.5,17.9,5.6
"Navaldia","Recreation",5.357,0.277,9000,1949,0.2167,3,8.3,"Low","Not Rated",0.1012,12.6,22.4,3.5
"Flumevale","Flood Risk Reduction",13.791,0.279,49700,1962,0.18321,3,14.22,"Low","Satisfactory",0.0652,31.1,375.4,32.4621211926616
"Flumevale","Water Supply",5.345,0.833,14000,1900,0.29944,1,2,"High","Satisfactory",0.0842,308.8,920.7,26
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",7.11,0.2,50000,1938,0.09653,3,52.73,"Low","Not Rated",0.125,17.2,133.3,15.0626702116234
"Flumevale","Other",30.507,0.18,215000,1991,0.08668,1,1.66,"High","Satisfactory",0.1051,47.5,549,51.7818802597126
"Lyndrassia","Recreation",16.936,0.214,1e+05,1971,0.1576,5,1.61,"Low","Unsatisfactory",0.078,45,321.8,8.8
"Navaldia","Recreation",6.837,0.147,28046,1965,0.19306,3,9.94,"Low","Not Rated",0.074,5,23.6,8
"Navaldia","Water Supply",6.467,0.333,42000,1922,0.2561,2,2.11,"High","Unsatisfactory",0.1304,636.2,142.7,20.3
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",8.064,0.176,70000,1937,0.09653,3,8.14,"Low","Not Rated",0.0877,6,232.2,12.8129926385324
"Flumevale","Water Supply",13.475,0.16,88579.9999999999,1956,0.13987,6,50.83,"Low","Not Rated",0.0673,45.7,104.5,68.4
"Flumevale","Other",30.632,0.118,114252,1938,0.08668,1,9.72,"High","Satisfactory",0.0907,16.9,242.9,40.6939934115476
"Navaldia","Recreation",7.71,0.82,12567,1967,0,3,12.41,"Low","Not Rated",0.1212,21.2,22.3,7
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",7.038,0.267,70000,1967,0.20094,3,79.66,"Low","Unsatisfactory",0.1226,8.7,411.4,9.64786136700972
"Flumevale","Irrigation",7.405,0.78,12246,1904,0.15563,3,59.68,"Low","Fair",0.0751,9.6,222.7,8.8
"Navaldia","Recreation",9.275,0.203,15825,1974,0.18912,3,9.19,"Low","Not Rated",0.0959,36,12.8,6.7
"Flumevale","Flood Risk Reduction",23.586,0.115,55650,2004,0.10441,1,0.16,"High","Satisfactory",0.0949,45.3,829.3,40.179507846233
"Navaldia","Recreation",5.298,0.037,20300,1909,0.24231,1,4.7,"High","Satisfactory",0.0996,31,725.9,5.9
"Lyndrassia","Irrigation",7.096,0.242,1390,1961,0.09653,3,67.35,"Low","Not Rated",0.0817,18.4,107.1,39.3
"Lyndrassia","Recreation",8.336,0.403,34000,1976,0.01773,3,16.06,"Significant","Not Rated",0.1689,37.5,227.5,5.2
"Navaldia","Recreation",5.626,0.183,15000,1940,0.21473,3,14.35,"Low","Not Rated",0.1068,16.1,12.9,18.4988947261937
"Navaldia","Recreation",3.685,0.633,11167,1979,0.28565,3,31.36,"Low","Not Rated",0.088,55.1,9.7,15.1060994044937
"Lyndrassia","Irrigation",7.291,0.283,13500,1973,0.06501,3,20.85,"Significant","Not Rated",0.0993,4.9,155.1,41.9
"Navaldia","Water Supply",15.795,0.136,50000,1983,0.10047,1,0.34,"High","Satisfactory",0.0938,19.8,565.9,59
"Lyndrassia","Water Supply",15.707,0.108,40000,1905,0.12017,3,3.15,"High","Satisfactory",0.0916,15.1,383.9,49.8
"Lyndrassia","Recreation",8.689,0.207,75000,1971,0.16745,3,22.64,"Low","Not Rated",0.095,7.4,333.7,4.6
"Lyndrassia","Recreation",6.968,0.207,42500,1932,0.21276,3,27.64,"High","Not Rated",0.1385,12.5,242.9,9.3
"Flumevale","Water Supply",17.017,0.117,20000,1928,0.2561,0.5,23.81,"Low","Satisfactory",0.0709,110,18.4,41.4
"Navaldia","Water Supply",13.357,0.36,109000,1885,0.1182,1,3.11,"High","Fair",0.0989,44,947.8,65.4
"Lyndrassia","Fire Protection, Stock, Or Small Fish Pond",6.889,0.167,45000,1960,0.09653,3,15.19,"Significant","Not Rated",0.1222,87.4,239.3,8.48511496983206
"Navaldia","Irrigation",10.332,0.1,22937,1966,0,3,53.69,"Low","Not Rated",0.1186,27.9,13.6,11
"Navaldia","Recreation",4.732,0.3,9000,1940,0.18124,3,8.3,"Low","Not Rated",0.0975,30.2,7.9,9.4
"Lyndrassia","Fish and Wildlife Pond",8.079,0.417,21600,1971,0.00788,3,24.71,"Low","Not Rated",0.0742,28.1,12.3,24.0615277104946
"Flumevale","Water Supply",11.668,0.173,52275,1955,0.12805,6,24.99,"Low","Not Rated",0.0459,9,372.7,59.3
"Lyndrassia","Irrigation",5.689,0.233,1390,1953,0.09653,3,73.47,"Low","Not Rated",0.0774,10.9,89.2,45.3
